New 32byte val;New 32byte 2nd val;Player Id;Weight;Height;Nacionalized;Nation;Early_cross;def_prowess;Clearing;Low_pass;place_kicking;Goal_celeb;LB;coverage;catching;Jump;Header;Ball_control;GK;GoalKeeping;Reflexes;Finishing;Ball_winning;Speed;Penalty_kick;Kicking_power;Dribling;Explosive_power;Stamina;Swerve;Pink_2;Age;Lofted_pass;Physical Contact;Body_Balance;Attacking_Prowess;Weak_foot_use;DMF;ulti_nuevo;Running_arm_mov;Dribling_arm_mov;Corner_kick;FORM;Position;Free_kick;Playing_Style;Pinpoint Crossing;Sombrero;Runing_Hutching;SS;Blue_2;RWF;LMF;RB;LWF;CF;CB;Dribling_hutching;AMF;Weak_foot_acc;RMF;Injury_res;CMF;COM Speeding Bullet;Scotch Move;GK Long Throw;Long Throw;Scissors Feint;Track Back;Super-sub;Rabona;Acrobatic Finishing;Stronger Foot;Knuckle Shot;First-time Shot;COM Incisive Run;CHECK22;Hidden Player;COM Long Ranger ;One-touch Pass;Heel Trick;UNK 27;Man Marking;UNK29; Marseille Turn; Heading;Outside Curler;Captaincy;Malicia;Low Punt Trajectory;COM Trickster;Low Lofted Pass;Fighting Spirit;Flip Flap;Weighted Pass;CHECK3;CHECK4;COM Mazing Run;Acrobatic Clear;COM Long Ball Expert;Cut Behind & Turn; Long Range Drive;Shirt_name;Name
0;0;41849;77;176;0;189;0;74;40;79;82;35;0;40;40;60;67;74;0;40;40;70;67;72;1;74;71;72;79;77;1;29;78;62;65;74;2;2;5;1;3;1;5;5;1;15;0;0;1;0;0;0;1;0;0;0;0;2;2;3;2;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;HATXO;B. NATCHO
1362;0;41862;79;187;144;215;0;63;40;70;57;2;0;40;40;65;67;70;0;40;40;62;63;81;1;75;71;77;87;67;1;28;74;78;60;70;3;0;3;1;1;2;5;3;9;11;0;0;1;0;0;2;1;2;1;0;0;1;0;2;2;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SCHELOTTO;E. SCHELOTTO
1362;0;41865;60;167;0;215;0;60;40;77;66;6;0;40;40;63;60;79;0;40;40;67;58;79;1;74;80;81;77;75;1;32;75;62;80;75;2;0;4;4;3;1;6;7;1;4;0;0;2;1;1;2;2;0;2;0;0;2;1;2;2;2;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;GIACCHERINI;E. GIACCHERINI
0;0;41869;74;180;0;204;0;75;40;66;54;35;1;40;40;79;75;64;0;40;40;58;80;78;1;64;65;74;77;49;2;31;64;74;68;61;2;1;2;1;3;1;6;1;1;0;0;0;1;0;0;0;0;2;0;0;2;1;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BAPTISTE;A. BAPTISTE
405;0;41889;84;183;208;76;0;58;40;75;72;76;0;40;40;70;74;85;0;40;40;78;56;72;2;75;85;76;72;66;1;30;62;70;66;80;3;0;4;3;5;1;5;12;1;0;0;0;1;2;0;0;0;0;0;2;0;3;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;EL ARABI;Y. EL ARABI
211;0;41895;80;183;208;73;0;67;40;61;56;75;1;40;40;71;64;59;0;40;40;57;74;80;1;56;56;81;83;56;1;28;67;77;76;65;1;2;2;1;1;1;5;3;1;0;0;0;1;0;0;0;0;2;0;0;0;1;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;COULIBALY O;O. COULIBALY
1329;0;41897;71;175;0;208;0;48;40;73;65;15;0;40;40;61;60;73;0;40;40;66;49;75;1;74;75;76;71;66;0;26;70;64;73;76;4;0;2;1;1;1;5;9;1;14;1;0;1;1;0;1;2;0;2;1;0;1;1;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;AUTRET;M. AUTRET
4200;0;41901;78;180;0;208;0;60;68;53;40;0;0;70;65;77;65;51;2;80;71;60;70;65;1;75;52;72;63;69;0;35;49;71;70;40;2;0;1;1;1;1;5;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MERVILLE;C. MERVILLE
112;0;41904;86;191;0;208;0;71;40;69;61;0;0;40;40;74;75;66;0;40;40;56;67;72;1;65;62;72;69;63;0;29;72;76;63;56;2;0;1;1;1;1;5;1;1;0;0;0;1;0;0;0;0;0;0;0;2;1;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SANS;M. SANS
221;0;41908;81;183;0;208;0;69;40;72;60;110;0;40;40;79;68;70;0;40;40;54;70;68;1;69;63;65;86;65;0;30;71;76;66;63;2;2;2;1;1;1;5;4;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;2;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;AYASSE;T. AYASSE
0;0;41975;74;177;0;153;0;65;40;67;55;5;0;40;40;90;60;71;0;40;40;68;62;84;3;65;76;85;79;55;0;25;65;76;73;70;3;0;2;1;1;3;5;7;6;6;0;0;1;0;0;1;1;2;0;0;0;1;2;3;2;3;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A. GONZALEZ;A. GONZÁLEZ
0;0;41984;66;166;0;153;0;50;40;76;84;60;0;40;40;63;60;74;0;40;40;72;55;75;1;83;75;80;75;80;2;25;76;62;80;72;3;0;3;1;1;3;5;8;10;0;0;0;2;1;0;1;1;1;1;0;0;1;2;3;1;2;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;OTERO;R. OTERO
0;0;42030;72;176;0;151;0;50;40;73;72;74;0;40;40;65;62;77;0;40;40;74;50;82;3;81;79;85;77;72;0;27;62;62;72;70;2;0;2;1;3;5;6;8;5;1;0;0;1;2;0;2;2;1;1;2;0;1;2;3;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;HURTADO;P. HURTADO
2287;0;42033;65;180;0;151;0;45;40;72;65;110;0;40;40;74;60;81;0;40;40;72;45;88;3;80;84;88;72;74;1;26;74;71;81;75;2;0;4;1;1;1;4;10;1;4;0;0;2;1;0;2;1;0;2;1;0;1;0;3;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;CARRILLO;A. CARRILLO
0;0;42044;84;194;0;224;0;40;40;67;60;0;0;40;40;70;76;68;0;40;40;71;51;74;1;75;66;69;72;66;0;26;67;83;63;67;4;0;1;1;1;1;5;12;1;0;0;0;1;1;0;0;0;0;1;2;0;1;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BERGKAMP;R. BERGKAMP
344;0;42046;73;170;0;87;0;74;40;77;68;0;0;40;40;70;69;74;0;40;40;64;72;75;1;73;71;77;79;62;1;26;73;75;74;65;2;2;2;1;1;1;5;5;16;8;0;0;1;0;0;0;0;1;0;0;0;3;1;2;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MOKOTJO;K. MOKOTJO
344;0;42048;69;174;0;224;0;70;40;73;61;8;2;40;40;69;70;70;0;40;40;59;73;73;1;68;72;72;74;68;0;27;70;72;67;71;2;0;1;5;2;2;4;2;12;0;0;0;1;0;2;0;1;0;0;0;1;3;0;2;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NELOM;M. NELOM
0;0;42062;73;183;0;215;0;68;40;66;63;0;2;40;40;66;65;66;0;40;40;58;67;77;1;69;63;78;82;66;1;28;67;65;68;65;2;0;2;1;1;1;5;2;1;0;0;0;1;0;0;0;1;1;0;0;0;1;0;2;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MAZZOTTA;A. MAZZOTTA
0;0;42063;74;179;208;44;0;65;40;70;71;34;2;40;40;67;70;71;0;40;40;64;71;76;1;72;67;76;75;72;1;33;74;68;69;66;2;0;3;1;1;1;5;2;1;7;1;0;1;0;0;0;2;1;1;0;0;2;0;2;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MESBAH;D. MESBAH
0;0;42067;72;175;0;190;0;48;40;77;69;4;0;40;40;68;64;79;0;40;40;69;48;85;1;71;84;84;67;72;1;30;73;79;83;76;2;0;4;1;1;1;6;9;1;0;0;0;1;1;0;2;2;0;2;1;0;1;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;VOLKAN SEN;V. SEN
0;0;42072;78;184;0;190;0;73;40;69;58;0;0;40;40;78;77;68;0;40;40;75;76;75;1;73;67;71;76;75;0;27;66;73;71;52;4;0;3;1;1;1;6;1;1;0;0;0;1;0;0;0;0;1;0;0;2;1;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SERDAR AZIZ;S. AZIZ
0;0;42086;72;180;0;150;0;71;40;72;62;0;1;40;40;75;74;72;0;40;40;62;69;70;1;73;69;71;78;63;0;29;69;74;62;65;2;2;3;1;1;1;5;4;1;0;0;0;1;0;0;0;0;0;0;1;2;1;0;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CARDOZO;L. CARDOZO
0;0;42091;68;172;0;150;0;78;40;68;63;25;2;40;40;78;69;66;0;40;40;60;82;78;3;73;64;85;82;69;0;28;65;60;82;63;3;0;2;1;3;6;6;3;5;0;0;0;1;0;0;0;2;2;0;0;1;1;0;3;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PIRIS;I. PIRIS
1241;0;42093;80;178;0;144;0;73;40;70;62;0;0;40;40;75;76;70;0;40;40;64;74;72;1;80;72;71;75;78;0;29;75;78;72;60;3;0;2;1;1;1;5;1;1;0;0;0;1;0;0;0;0;0;0;0;2;1;0;3;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TORREN;M. TORRÉN
0;0;42101;62;169;144;150;0;49;40;69;70;66;0;40;40;69;56;80;0;40;40;68;53;88;1;81;82;91;76;73;1;24;66;69;76;76;3;0;4;4;4;4;2;10;15;4;0;0;2;2;0;2;2;0;2;1;0;1;1;2;2;2;0;1;0;0;0;1;1;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;ITURBE;J. ITURBE
0;0;42105;76;178;0;150;0;67;40;69;75;3;2;40;40;74;71;73;0;40;40;67;60;77;1;71;72;79;72;70;0;26;67;72;74;72;4;0;2;1;1;1;4;6;1;0;0;1;1;0;0;0;2;0;1;0;0;1;0;4;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TORRES;I. TORRES
0;0;42117;78;179;0;150;0;70;40;67;60;0;2;40;40;79;73;70;0;40;40;57;57;73;1;75;70;75;77;57;0;29;68;78;60;56;2;0;3;1;1;1;5;2;1;12;0;0;1;0;0;0;1;0;0;0;1;1;0;3;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;MENCIA;G. MENCIA
0;0;42123;70;177;0;150;0;66;40;73;81;66;0;40;40;73;67;72;0;40;40;72;58;76;3;83;74;75;73;75;1;29;78;73;69;73;2;2;2;1;1;4;5;7;15;6;0;0;1;0;0;1;1;1;0;0;0;2;1;3;2;3;2;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;AYALA;V. AYALA
0;0;42125;77;174;0;150;0;63;40;70;64;0;1;40;40;75;68;73;0;40;40;67;62;84;1;80;75;77;82;70;0;27;74;80;66;69;3;2;3;1;1;1;6;3;1;7;0;0;1;0;0;0;0;2;0;0;1;1;0;3;2;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;MOREIRA;J. MOREIRA
0;0;42142;69;179;0;150;0;68;40;73;73;6;0;40;40;75;68;73;0;40;40;67;72;71;1;77;71;75;77;71;0;29;70;79;60;61;1;2;2;1;1;1;6;4;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;RIVEROS;M. RIVEROS
0;0;42173;74;174;0;149;0;55;40;68;66;16;0;40;40;90;80;73;0;40;40;75;58;85;4;84;75;86;84;71;0;28;70;70;74;73;2;0;4;2;5;6;5;12;9;4;0;0;1;2;0;2;1;0;1;2;0;3;0;2;2;2;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;VALENCIA;E. VALENCIA
1241;0;42177;71;175;0;144;0;71;40;81;62;100;0;40;40;65;69;79;0;40;40;67;70;77;1;80;77;76;82;68;2;32;80;77;66;71;2;1;3;3;3;1;5;5;1;7;0;0;1;0;0;0;1;0;0;0;0;1;2;2;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;PEREZ;P. PÉREZ
0;0;42179;83;180;0;149;0;83;40;63;53;47;2;40;40;77;78;64;0;40;40;45;79;69;1;60;60;66;72;46;0;32;60;84;72;55;3;0;3;1;1;1;5;1;1;0;0;0;1;0;0;0;0;2;0;0;2;1;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ACHILIER;G. ACHILIER
0;0;42184;72;178;0;149;0;55;40;68;69;47;0;40;40;74;67;73;0;40;40;68;58;80;1;77;76;78;75;70;0;26;69;71;61;71;2;0;3;4;2;1;5;6;1;0;0;0;1;0;1;1;2;0;2;1;0;2;0;2;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CAICEDO;M. CAICEDO
0;0;42200;72;174;0;149;0;67;40;66;52;45;0;40;40;64;62;69;0;40;40;54;69;85;1;66;71;91;75;55;1;30;68;74;73;72;2;0;3;5;5;1;5;3;1;11;1;0;1;0;2;0;0;2;0;0;0;3;0;2;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PAREDES;J. PAREDES
1236;0;42206;56;162;0;144;0;50;40;70;60;53;0;40;40;86;76;74;0;40;40;74;42;81;1;71;75;83;80;65;1;34;70;70;70;72;3;0;3;5;3;1;6;12;1;1;0;0;2;2;2;1;0;0;1;2;0;3;1;2;1;3;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;NIELL;F. NIELL
1921;0;42234;79;185;144;149;0;70;76;55;51;54;0;79;79;79;60;50;2;79;78;45;59;59;3;75;47;59;60;55;1;36;60;80;70;40;3;0;3;1;3;5;6;0;16;17;0;0;1;0;2;0;0;0;0;0;0;1;0;3;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DREER;E. DREER
0;0;42245;91;191;210;50;0;49;40;77;73;48;0;40;40;80;75;83;0;40;40;75;46;82;1;79;87;79;77;73;0;28;65;77;76;77;3;0;3;3;5;1;5;9;1;0;0;0;1;1;1;1;1;0;2;2;0;3;0;3;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;CHOUPO MOTING;E.CHOUPO-MOTING
1528;0;42246;82;184;0;50;0;51;40;68;62;83;0;40;40;79;75;76;0;40;40;80;52;83;1;84;79;83;80;63;1;25;62;84;79;85;2;0;3;1;1;1;5;12;1;3;0;0;1;1;0;1;0;0;1;2;0;1;0;2;1;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ABOUBAKAR;V. ABOUBAKAR
0;0;42247;87;190;203;166;0;88;40;70;55;34;1;40;40;83;86;62;0;40;40;46;87;77;1;76;57;76;81;42;0;29;69;88;80;63;2;0;3;4;3;4;6;1;1;0;0;0;1;0;0;0;0;1;0;0;2;1;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;REID;W. REID
386;0;42249;82;187;204;166;0;72;40;65;54;56;1;40;40;80;79;62;0;40;40;54;78;76;1;61;57;72;78;58;1;27;62;82;67;55;1;0;3;1;1;1;4;1;1;0;0;0;1;0;0;0;0;0;0;0;2;1;0;2;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SMITH;T. SMITH
1248;0;42278;78;181;0;146;0;61;40;76;71;17;0;40;40;65;64;75;0;40;40;70;65;69;1;76;75;73;72;70;1;27;75;61;75;68;3;2;2;3;1;1;4;5;1;15;0;0;1;1;0;0;0;0;0;0;0;2;2;2;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;G. CAMACHO;CAMACHO
187;0;42290;72;179;215;238;0;70;40;64;60;3;2;40;40;82;62;63;0;40;40;55;73;79;1;67;64;79;83;64;0;29;70;67;70;61;2;0;2;1;1;1;4;2;1;0;0;0;1;0;0;0;2;2;0;0;2;1;0;2;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;BERARDI;G. BERARDI
187;0;42291;90;190;0;208;0;82;40;69;55;0;0;40;40;82;79;71;0;40;40;57;85;71;1;77;65;67;75;58;1;30;66;88;62;57;3;0;3;1;1;1;4;1;1;0;0;0;1;0;0;0;0;0;0;0;2;1;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DE MAIO;S. DE MAIO
221;0;42296;68;170;0;208;0;56;40;75;68;60;0;40;40;68;68;81;0;40;40;86;43;79;1;76;76;81;74;73;1;27;68;72;73;83;4;0;3;1;3;1;6;12;1;1;0;0;2;2;0;1;1;0;0;2;0;1;1;3;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;BEN YEDDER;W. BEN YEDDER
193;0;42304;79;188;0;77;0;87;40;76;59;29;0;40;40;77;79;75;0;40;40;56;79;72;1;69;65;71;75;64;1;29;71;85;68;62;2;2;2;1;1;1;5;1;1;0;0;0;1;0;0;0;0;2;0;0;2;1;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MEXER;MEXER
405;0;42306;80;185;0;208;0;76;40;70;50;0;0;40;40;79;80;69;0;40;40;61;78;66;1;64;64;65;75;59;0;29;67;81;67;63;2;0;2;1;1;1;5;1;1;0;0;0;1;0;0;0;0;2;0;0;2;1;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HEURTAUX;T. HEURTAUX
196;0;42308;79;189;0;236;0;78;40;69;57;66;2;40;40;71;75;73;0;40;40;55;80;77;1;68;66;68;76;72;1;31;76;80;63;63;1;0;3;1;8;1;5;3;1;12;0;0;1;0;2;0;0;2;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C. MARTINEZ;CARLOS MARTÍNEZ
196;0;42309;78;181;0;236;0;76;40;77;72;90;0;40;40;72;75;71;0;40;40;66;82;59;1;68;62;65;78;61;1;31;76;83;68;65;2;2;3;2;1;1;3;4;1;8;0;0;1;0;0;0;0;0;0;0;0;1;0;2;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M. BERGARA;BERGARA
196;0;42311;78;186;208;236;0;69;40;83;66;11;0;40;40;60;69;79;0;40;40;73;73;69;1;68;80;67;76;73;1;31;74;74;61;75;3;2;3;3;1;1;4;5;1;7;0;0;1;0;1;1;2;0;0;0;0;1;1;2;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;ZURUTUZA;ZURUTUZA
196;0;42316;72;174;0;208;1;69;40;79;81;125;0;40;40;78;79;88;0;40;40;87;69;86;3;80;87;90;80;84;0;26;78;70;82;90;2;0;6;8;7;6;7;11;10;1;0;1;2;2;2;2;2;0;2;2;0;2;2;2;1;3;0;0;0;0;0;0;1;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;GRIEZMANN;A. GRIEZMANN
366;0;42321;80;190;0;236;0;79;40;64;51;8;0;40;40;68;79;60;0;40;40;49;79;66;1;72;50;58;76;52;0;29;61;91;58;55;1;0;3;8;8;1;4;1;1;10;0;0;1;0;2;0;0;0;0;0;2;3;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H. RODAS;HÉCTOR RODAS
0;0;42322;68;171;0;236;0;65;40;70;69;2;0;40;40;67;67;75;0;40;40;70;68;79;1;73;76;79;83;73;1;26;72;69;70;76;3;0;3;4;4;1;4;3;1;11;0;0;2;1;0;2;1;2;1;1;0;1;2;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;KIKO. F;KIKO FEMENÍA
0;0;42336;76;178;0;208;1;67;40;75;76;72;0;40;40;70;64;75;0;40;40;77;53;81;1;75;79;79;80;77;0;30;75;64;75;79;2;0;3;3;8;1;5;10;11;4;0;0;1;1;0;2;1;0;1;1;0;2;2;2;2;2;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;HAMOUMA;R. HAMOUMA
405;0;42337;72;185;118;208;0;55;40;66;62;0;0;40;40;72;71;70;0;40;40;74;48;78;1;76;71;77;75;65;1;29;65;67;74;75;2;0;2;1;1;1;4;12;2;4;0;0;1;1;0;2;1;0;1;2;0;1;0;2;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;NABAB;L. NABAB
136;0;42343;82;188;0;146;0;79;40;75;60;2;0;40;40;73;75;75;0;40;40;58;79;68;1;74;71;71;83;68;1;28;73;84;60;63;2;2;4;1;1;1;6;4;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;3;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SOUZA;SOUZA
1245;0;42345;81;187;0;146;0;54;40;73;71;0;0;40;40;76;74;74;0;40;40;73;54;74;1;74;74;72;75;71;0;27;71;76;72;75;4;0;3;1;1;1;3;12;1;0;0;0;1;1;0;0;0;0;1;2;0;1;0;4;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;KLEBER;KLÉBER
0;0;42346;72;178;0;228;0;68;40;70;59;37;2;40;40;78;64;74;0;40;40;58;74;74;1;69;70;75;69;73;0;30;76;64;76;64;3;0;3;1;1;1;4;3;1;11;0;0;1;0;0;0;0;2;0;0;0;1;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;SA PEREIRA;SÍLVIO
0;0;42348;72;179;0;228;0;70;40;83;80;53;0;40;40;45;60;85;0;40;40;75;60;75;1;80;84;74;81;77;1;28;85;61;84;73;2;1;6;5;1;6;7;5;6;5;0;0;2;1;0;2;2;0;2;1;0;3;2;3;2;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;PIZZI;PIZZI
